Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,PriceRange
4200.0,2014.0,111000.0,1199.0,3970.0,1682.0,1453.0,5.0,45.0,Diesel,Manual,Second,Individual,FWD,0
9480.0,2016.0,63088.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,0
39600.0,2019.0,42475.0,3198.0,4903.0,1869.0,1837.0,7.0,80.0,Diesel,Automatic,First,Individual,AWD,0
5340.0,2018.0,71000.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
6060.0,2017.0,87150.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Manual,First,Corporate,FWD,0
10500.0,2018.0,23148.0,1496.0,4425.0,1730.0,1495.0,5.0,42.0,Petrol,Automatic,First,Individual,FWD,1
5460.0,2014.0,30183.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
3240.0,2014.0,54420.0,998.0,3620.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
18300.0,2015.0,49000.0,1968.0,4701.0,1826.0,1427.0,5.0,63.0,Diesel,Automatic,First,Individual,FWD,2
9000.0,2014.0,126000.0,2494.0,4585.0,1760.0,1760.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,1
28740.0,2019.0,44876.0,1995.0,4475.0,1850.0,1660.0,5.0,62.0,Diesel,Automatic,First,Individual,FWD,0
15000.0,2012.0,78000.0,1995.0,4899.0,2094.0,1464.0,5.0,58.2,Diesel,Automatic,First,Individual,RWD,3
7500.0,2017.0,81000.0,1461.0,4315.0,1822.0,1695.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,0
10260.0,2017.0,57000.0,1582.0,4375.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
17880.0,2018.0,68000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,Second,Individual,AWD,1
6840.0,2022.0,5000.0,1105.4,3655.0,1620.0,1675.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,0
18600.0,2019.0,17000.0,1353.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
7668.0,2020.0,44300.0,998.0,3695.0,1600.0,1560.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
6600.0,2014.0,65000.0,1461.0,4331.0,1822.0,1671.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,0
43200.0,2014.0,32000.0,2993.0,5252.0,1899.0,1457.0,5.0,83.0,Diesel,Automatic,Second,Individual,RWD,4
3720.0,2014.0,49000.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,0
4560.0,2013.0,35000.0,1461.0,4425.0,1695.0,1505.0,5.0,41.0,Diesel,Manual,First,Individual,FWD,0
4680.0,2014.0,46000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
6612.0,2021.0,19000.0,1086.0,3610.0,1645.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
6000.0,2015.0,50000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,Second,Individual,FWD,0
46800.0,2018.0,48945.0,1968.0,4933.0,1874.0,1455.0,5.0,75.0,Diesel,Automatic,First,Corporate,FWD,2
45300.0,2019.0,32963.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Individual,RWD,3
3900.0,2012.0,30000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
3300.0,2009.0,80000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
5700.0,2021.0,7942.0,998.0,3565.0,1520.0,1564.0,5.0,27.0,Petrol,Manual,First,Individual,FWD,0
4908.0,2018.0,27069.0,1199.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
9300.0,2018.0,39000.0,1197.0,3995.0,1745.0,1510.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,0
12900.0,2019.0,28000.0,998.0,3995.0,1770.0,1605.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,0
6900.0,2017.0,35000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,0
8340.0,2016.0,68921.0,1248.0,3995.0,1745.0,1500.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,0
7740.0,2013.0,76000.0,2494.0,4555.0,1770.0,1755.0,7.0,55.0,Diesel,Manual,Second,Individual,FWD,1
8940.0,2018.0,36000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
9000.0,2021.0,58000.0,1197.0,3995.0,1745.0,1500.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
12600.0,2017.0,88757.0,2179.0,4788.0,1903.0,1791.0,6.0,60.0,Diesel,Manual,Second,Individual,RWD,0
9900.0,2015.0,75000.0,2199.0,4690.0,1880.0,1690.0,7.0,64.0,Diesel,Automatic,Second,Individual,AWD,0
20400.0,2021.0,17000.0,2184.0,3985.0,1820.0,1855.0,4.0,57.0,Diesel,Manual,First,Individual,AWD,1
3588.0,2017.0,65822.0,793.0,3600.0,1600.0,1560.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,0
14400.0,2017.0,95785.0,2179.0,4788.0,1903.0,1791.0,7.0,60.0,Diesel,Automatic,First,Individual,RWD,0
4680.0,2018.0,66794.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
31080.0,2020.0,36978.0,1968.0,4456.0,1796.0,1416.0,5.0,50.0,Diesel,Automatic,Second,Individual,FWD,2
7068.0,2018.0,13772.0,1086.0,3610.0,1645.0,1560.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
22500.0,2021.0,21000.0,1493.0,4315.0,1800.0,1645.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,1
19200.0,2013.0,80000.0,2993.0,4899.0,2094.0,1464.0,5.0,65.0,Diesel,Automatic,Second,Individual,RWD,3
20340.0,2015.0,60000.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,2
35400.0,2020.0,72000.0,2199.0,5115.0,1985.0,1755.0,7.0,60.0,Diesel,Automatic,First,Individual,FWD,1
3420.0,2016.0,17000.0,796.0,3395.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
38388.0,2019.0,6900.0,1968.0,4861.0,1864.0,1483.0,5.0,66.0,Diesel,Automatic,First,Individual,FWD,1
6900.0,2013.0,72000.0,2179.0,4655.0,1965.0,1922.0,7.0,55.0,Diesel,Manual,Second,Individual,RWD,0
4140.0,2016.0,49857.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
8520.0,2018.0,72000.0,1598.0,4300.0,1765.0,1590.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
12840.0,2021.0,8800.0,998.0,3995.0,1770.0,1605.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
5988.0,2014.0,140000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,0
5340.0,2012.0,111000.0,1497.0,4440.0,1695.0,1485.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
3300.0,2012.0,30000.0,998.0,3515.0,1500.0,1510.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,0
17400.0,2013.0,70000.0,1995.0,4624.0,2031.0,1429.0,5.0,60.0,Diesel,Automatic,Second,Individual,RWD,3
6300.0,2018.0,78900.0,1120.0,3995.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,0
12420.0,2018.0,36000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,0
21479.988,2017.0,49000.0,2694.0,4735.0,1830.0,1795.0,7.0,65.0,Petrol,Automatic,Second,Individual,RWD,1
5519.988,2016.0,82844.0,1186.0,3765.0,1660.0,1520.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,0
16500.0,2012.0,98352.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,First,Individual,RWD,1
5760.0,2016.0,50000.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
8280.0,2017.0,61000.0,1248.0,3995.0,1745.0,1500.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,0
7800.0,2017.0,62000.0,2523.0,4107.0,1745.0,1880.0,7.0,46.0,Diesel,Manual,First,Individual,RWD,1
6600.0,2015.0,44000.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,0
7140.0,2017.0,99000.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,0
6960.0,2011.0,117000.0,2179.0,4430.0,1817.0,1975.0,7.0,60.0,Diesel,Manual,Second,Individual,AWD,1
23400.0,2018.0,69000.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,1
22200.0,2020.0,7000.0,1353.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
6948.0,2019.0,50860.0,1197.0,3655.0,1620.0,1675.0,5.0,32.0,Petrol,Manual,First,Individual,FWD,0
6900.0,2019.0,31000.0,998.0,3655.0,1620.0,1675.0,5.0,60.0,Otro,Manual,First,Individual,FWD,0
40800.0,2019.0,11000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Individual,RWD,3
3120.0,2012.0,54000.0,998.0,3620.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
6720.0,2013.0,37000.0,1248.0,3995.0,1695.0,1555.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,0
9000.0,2017.0,48069.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Automatic,First,Individual,FWD,0
7140.0,2019.0,48000.0,1197.0,3985.0,1734.0,1505.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,0
22500.0,2021.0,28000.0,1956.0,4661.0,1894.0,1786.0,7.0,50.0,Diesel,Manual,First,Individual,FWD,0
15000.0,2017.0,60200.0,1368.0,4395.0,1818.0,1640.0,5.0,60.0,Petrol,Automatic,First,Corporate,FWD,2
9600.0,2022.0,10000.0,1197.0,3845.0,1735.0,1530.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
3000.0,2014.0,114000.0,998.0,3620.0,1475.0,1460.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,0
3360.0,2011.0,54000.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,0
14940.0,2021.0,10530.0,998.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Automatic,First,Individual,FWD,0
15600.0,1988.0,71000.0,1991.0,5063.0,1860.0,1494.0,5.0,80.0,Petrol,Automatic,Third,Individual,RWD,2
10200.0,2018.0,37093.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
8100.0,2016.0,49148.0,1373.0,4265.0,1695.0,1685.0,7.0,45.0,Petrol,Automatic,Second,Individual,FWD,0
6300.0,2014.0,102000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,0
7140.0,2017.0,44100.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Automatic,First,Corporate,FWD,0
5100.0,2015.0,48000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
7500.0,2016.0,68000.0,1197.0,3971.0,1682.0,1469.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,0
9240.0,2019.0,27500.0,1493.0,3995.0,1745.0,1880.0,7.0,41.8,Diesel,Manual,First,Individual,RWD,1
9000.0,2017.0,72000.0,1396.0,3995.0,1760.0,1555.0,5.0,45.0,Diesel,Manual,First,Individual,FWD,0
6480.0,2019.0,34000.0,998.0,3695.0,1600.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
4500.0,2015.0,64000.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,0
34200.0,2016.0,21200.0,2143.0,4686.0,1810.0,1442.0,5.0,66.0,Diesel,Automatic,First,Individual,RWD,2
6360.0,2020.0,5923.0,1248.0,3995.0,1706.0,1570.0,5.0,44.0,Diesel,Manual,First,Commercial Registration,FWD,0
1692.0,2009.0,56400.0,1086.0,3565.0,1525.0,1590.0,5.0,35.0,Petrol,Manual,Third,Individual,FWD,0
4740.0,2014.0,47884.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
10380.0,2017.0,49013.0,1497.0,4440.0,1695.0,1495.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,0
25140.0,2021.0,23000.0,1956.0,4598.0,1894.0,1706.0,5.0,50.0,Diesel,Manual,First,Individual,FWD,0
17400.0,2014.0,45000.0,2143.0,4596.0,1770.0,1447.0,5.0,66.0,Diesel,Automatic,First,Individual,RWD,2
18960.0,2020.0,57000.0,1630.0,4395.0,1818.0,1640.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,2
10139.988,2018.0,71000.0,1582.0,4375.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
38400.0,2017.0,10500.0,1998.0,3850.0,1727.0,1414.0,4.0,44.0,Petrol,Automatic,First,Individual,FWD,4
4500.0,2016.0,35134.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
9900.0,2019.0,25500.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
6240.0,2015.0,42000.0,1198.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Automatic,First,Individual,FWD,0
11100.0,2016.0,66000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Automatic,First,Individual,FWD,0
5519.988,2018.0,22541.0,999.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,0
14340.0,2010.0,74000.0,2497.0,4841.0,1846.0,1468.0,5.0,70.0,Diesel,Automatic,Second,Individual,FWD,3
27000.0,2020.0,24549.0,2393.0,4735.0,1830.0,1795.0,7.0,55.0,Diesel,Manual,Second,Individual,RWD,1
3588.0,2015.0,92000.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,Second,Individual,FWD,0
5100.0,2013.0,96000.0,2179.0,4655.0,1965.0,1922.0,7.0,55.0,Diesel,Manual,First,Individual,RWD,0
6960.0,2017.0,39000.0,1199.0,3999.0,1734.0,1601.0,5.0,40.0,Petrol,Manual,First,Corporate,FWD,0
15120.0,2018.0,36000.0,1591.0,4270.0,1780.0,1665.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,0
17940.0,2017.0,28000.0,1798.0,4670.0,1814.0,1476.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
2820.0,2011.0,54000.0,1368.0,4560.0,1730.0,1487.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
6252.0,2017.0,40879.0,1197.0,3700.0,1690.0,1595.0,5.0,32.0,Petrol,Automatic,First,Individual,FWD,0
7500.0,2017.0,23798.0,1199.0,3999.0,1734.0,1601.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,0
3300.0,2011.0,42000.0,998.0,3595.0,1475.0,1700.0,5.0,28.0,Otro,Manual,Second,Individual,FWD,0
17700.0,2020.0,78000.0,2179.0,4456.0,1820.0,1995.0,7.0,60.0,Diesel,Manual,First,Individual,RWD,1
5400.0,2017.0,75000.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Commercial Registration,FWD,0
8400.0,2020.0,25000.0,1197.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
10200.0,2019.0,72000.0,1248.0,4296.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,0
5160.0,2016.0,26600.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,0
22500.0,2020.0,18000.0,1353.0,4300.0,1790.0,1635.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,0
4080.0,2017.0,6000.0,1461.0,3805.0,1665.0,1525.0,5.0,41.0,Diesel,Manual,First,Individual,FWD,0
5400.0,2016.0,48200.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,0
9000.0,2011.0,117000.0,2982.0,4695.0,1840.0,1850.0,7.0,80.0,Diesel,Manual,Second,Individual,AWD,1
13200.0,2018.0,65954.0,1582.0,4270.0,1780.0,1665.0,5.0,55.0,Diesel,Manual,First,Individual,FWD,0
20220.0,2016.0,80251.0,1968.0,4385.0,1831.0,1608.0,5.0,64.0,Diesel,Automatic,Second,Individual,AWD,2
4548.0,2018.0,29434.0,1047.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,0
43080.0,2020.0,19759.0,1496.0,3982.0,1727.0,1425.0,5.0,44.0,Diesel,Automatic,First,Individual,FWD,4
9348.0,2016.0,9889.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
11700.0,2018.0,53300.0,1591.0,4440.0,1729.0,1475.0,5.0,45.0,Petrol,Automatic,First,Individual,FWD,0
3000.0,2012.0,54556.0,1197.0,3585.0,1595.0,1550.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
30000.0,2018.0,90000.0,2143.0,4424.0,1804.0,1494.0,5.0,50.0,Diesel,Automatic,Second,Individual,FWD,2
33600.0,2016.0,93000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,1
4740.0,2017.0,46992.0,1199.0,3746.0,1647.0,1535.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
5100.0,2013.0,26000.0,1248.0,3850.0,1695.0,1530.0,5.0,42.0,Diesel,Manual,First,Individual,FWD,0
15540.0,2018.0,30000.0,1591.0,4270.0,1780.0,1665.0,5.0,55.0,Petrol,Automatic,First,Individual,FWD,0
3780.0,2013.0,72000.0,998.0,3539.0,1475.0,1700.0,5.0,35.0,Otro,Manual,First,Individual,FWD,0
5100.0,2014.0,75000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,0
33600.0,2017.0,15900.0,1998.0,4633.0,1811.0,1429.0,5.0,57.0,Petrol,Automatic,First,Individual,RWD,3
9300.0,2014.0,125000.0,2179.0,4456.0,1820.0,1995.0,8.0,60.0,Diesel,Manual,First,Individual,RWD,1
5400.0,2016.0,45000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
3540.0,2014.0,62500.0,1498.0,3990.0,1680.0,1505.0,5.0,35.0,Diesel,Manual,First,Individual,FWD,0
30600.0,2013.0,65000.0,2995.0,5247.0,2110.0,1448.0,5.0,83.0,Petrol,Automatic,Second,Individual,RWD,4
7320.0,2017.0,38674.0,1197.0,3995.0,1695.0,1555.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
24000.0,2014.0,82000.0,1995.0,4624.0,2031.0,1429.0,5.0,68.4,Diesel,Automatic,First,Individual,RWD,3
8100.0,2017.0,48591.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
33600.0,2017.0,49000.0,2755.0,4795.0,1855.0,1835.0,7.0,80.0,Diesel,Automatic,Second,Individual,AWD,1
7320.0,2022.0,3800.0,998.0,3565.0,1520.0,1564.0,4.0,55.0,Otro,Manual,First,Individual,FWD,0
9300.0,2019.0,80849.0,1248.0,3840.0,1735.0,1530.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,0
1740.0,2009.0,88000.0,1399.0,4145.0,1632.0,1440.0,5.0,43.0,Diesel,Manual,First,Individual,FWD,0
16788.0,2021.0,11000.0,1497.0,4315.0,1800.0,1645.0,5.0,50.0,Petrol,Manual,First,Individual,FWD,1
20520.0,2020.0,12400.0,1956.0,4655.0,1835.0,1760.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,2
10439.988,2017.0,70000.0,1582.0,4270.0,1780.0,1630.0,5.0,60.0,Diesel,Manual,First,Individual,FWD,0
6000.0,2016.0,54440.0,1199.0,3955.0,1694.0,1544.0,5.0,40.0,Petrol,Manual,First,Individual,FWD,0
42000.0,2021.0,7900.0,1996.0,4985.0,1926.0,1867.0,6.0,75.0,Diesel,Automatic,First,Individual,AWD,2
17400.0,2014.0,58000.0,1968.0,4915.0,1874.0,1455.0,5.0,65.0,Diesel,Automatic,Second,Individual,FWD,2
5460.0,2014.0,50000.0,1499.0,3999.0,1765.0,1708.0,5.0,52.0,Petrol,Manual,Second,Individual,FWD,0
4140.0,2017.0,72019.0,998.0,3599.0,1495.0,1700.0,5.0,35.0,Petrol,Manual,Second,Individual,FWD,0
13560.0,2020.0,12905.0,998.0,3995.0,1775.0,1505.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
12960.0,2021.0,38000.0,1373.0,4296.0,1695.0,1685.0,7.0,45.0,Otro,Manual,First,Individual,FWD,0
4428.0,2017.0,16800.0,998.0,3545.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
27000.0,2016.0,40500.0,1968.0,4456.0,1796.0,1416.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,2
17820.0,2020.0,10000.0,1616.0,3993.0,1811.0,1606.0,5.0,50.4,Otro,Automatic,First,Individual,FWD,0
14700.0,2022.0,16000.0,1462.0,4445.0,1775.0,1700.0,6.0,45.0,Petrol,Manual,First,Individual,FWD,0
6588.0,2012.0,143000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,1
9000.0,2018.0,75000.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,0
8388.0,2019.0,53929.0,999.0,3971.0,1682.0,1469.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
2880.0,2013.0,73000.0,1196.0,3795.0,1680.0,1427.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
4500.0,2014.0,35000.0,998.0,3600.0,1600.0,1560.0,5.0,35.0,Petrol,Automatic,First,Individual,FWD,0
7620.0,2016.0,72200.0,1498.0,4440.0,1695.0,1495.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,0
3828.0,2018.0,89059.0,799.0,3679.0,1579.0,1478.0,5.0,28.0,Petrol,Manual,First,Individual,FWD,0
9600.0,2015.0,25000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Corporate,FWD,1
35880.0,2018.0,34000.0,1995.0,4454.0,2044.0,1545.0,5.0,63.0,Diesel,Automatic,First,Corporate,RWD,3
22200.0,2011.0,26000.0,3498.0,5226.0,2120.0,1479.0,5.0,90.0,Petrol,Automatic,First,Individual,RWD,2
11520.0,2016.0,37079.0,1591.0,4270.0,1780.0,1630.0,5.0,60.0,Petrol,Automatic,First,Individual,FWD,0
6119.988,2019.0,30858.0,1086.0,3610.0,1645.0,1560.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
7500.0,2015.0,45000.0,1248.0,4265.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,Second,Individual,FWD,0
22787.988,2015.0,47000.0,1991.0,4630.0,1777.0,1432.0,5.0,53.4,Petrol,Automatic,Second,Individual,FWD,2
4212.0,2014.0,39276.0,1198.0,3610.0,1680.0,1500.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
7680.0,2016.0,50800.0,1373.0,4490.0,1730.0,1485.0,5.0,43.0,Petrol,Manual,First,Individual,FWD,0
4800.0,2015.0,41273.0,1495.0,4250.0,1670.0,1370.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
7200.0,2018.0,54000.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
8292.0,2019.0,16652.0,1197.0,3995.0,1735.0,1515.0,5.0,37.0,Petrol,Manual,First,Individual,FWD,0
5880.0,2015.0,98000.0,1461.0,4315.0,1822.0,1695.0,5.0,50.0,Diesel,Manual,Second,Individual,FWD,0
3540.0,2009.0,70200.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Automatic,Second,Individual,FWD,0
11939.988,2019.0,27900.0,1462.0,4445.0,1775.0,1700.0,6.0,45.0,Petrol,Manual,First,Individual,FWD,0
5580.0,2014.0,25704.0,1197.0,3850.0,1695.0,1530.0,5.0,42.0,Petrol,Manual,First,Individual,FWD,0
5400.0,2016.0,47000.0,1197.0,3765.0,1660.0,1520.0,5.0,43.0,Petrol,Manual,Second,Individual,FWD,0
6420.0,2020.0,4295.0,998.0,3636.0,1475.0,1670.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
21000.0,2014.0,101000.0,2982.0,4705.0,1840.0,1850.0,7.0,80.0,Diesel,Automatic,First,Individual,RWD,1
4380.0,2009.0,140000.0,1248.0,4160.0,1690.0,1530.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
4919.988,2021.0,13424.0,796.0,3445.0,1515.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
8700.0,2018.0,42000.0,1248.0,3995.0,1790.0,1640.0,5.0,48.0,Diesel,Manual,First,Individual,FWD,0
6780.0,2014.0,100472.0,1948.0,4810.0,1918.0,1925.0,7.0,65.0,Diesel,Manual,First,Individual,FWD,0
6588.0,2015.0,61900.0,1197.0,3985.0,1734.0,1505.0,5.0,45.0,Petrol,Manual,First,Individual,FWD,0
2820.0,2014.0,82000.0,1399.0,3795.0,1680.0,1427.0,5.0,45.0,Diesel,Manual,Second,Individual,FWD,0
28800.0,2017.0,59267.0,1968.0,4726.0,1842.0,1427.0,5.0,54.0,Diesel,Automatic,First,Individual,FWD,2
6720.0,2016.0,75210.0,1396.0,3985.0,1734.0,1505.0,5.0,40.0,Diesel,Manual,First,Individual,FWD,0
20220.0,2017.0,28600.0,1798.0,4659.0,1814.0,1476.0,5.0,50.0,Petrol,Automatic,First,Individual,FWD,1
4800.0,2019.0,22000.0,998.0,3545.0,1490.0,1475.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
9900.0,2021.0,43000.0,1493.0,3995.0,1775.0,1505.0,5.0,37.0,Diesel,Manual,First,Individual,FWD,0
17880.0,2018.0,50000.0,2179.0,4585.0,1890.0,1785.0,7.0,70.0,Diesel,Manual,First,Individual,FWD,1
6300.0,2014.0,64000.0,1582.0,4370.0,1700.0,1475.0,5.0,43.0,Diesel,Manual,Second,Individual,FWD,0
5340.0,2016.0,63882.0,1198.0,3990.0,1680.0,1505.0,5.0,35.0,Petrol,Manual,First,Individual,FWD,0
34800.0,2019.0,15529.0,1968.0,4456.0,1796.0,1416.0,5.0,50.0,Diesel,Automatic,First,Individual,FWD,2
10200.0,2018.0,83000.0,1493.0,3995.0,1745.0,1880.0,7.0,53.0,Diesel,Manual,First,Individual,RWD,1
7440.0,2016.0,64906.0,1248.0,4296.0,1695.0,1685.0,7.0,45.0,Diesel,Manual,First,Individual,FWD,0
3228.0,2009.0,85000.0,1497.0,4420.0,1695.0,1480.0,5.0,42.0,Petrol,Manual,Second,Individual,FWD,0
